gene,ave_zscore_donor.EC,cluster.EC,ave_zscore_cluster.EC,new_name.EC,ave_zscore_donor.ITG,cluster.ITG,ave_zscore_cluster.ITG,new_name.ITG,ave_zscore_donor.PFC,cluster.PFC,ave_zscore_cluster.PFC,new_name.PFC,ave_zscore_donor.V2,cluster.V2,ave_zscore_cluster.V2,new_name.V2,ave_zscore_donor.V1,cluster.V1,ave_zscore_cluster.V1,new_name.V1
SERPINE2,-0.714987949322993,5,-0.660837698398002,gene set #6 (n = 70),-0.28766554337236,5,-0.397459079682161,gene set #6 (n = 70),-0.696191390352374,5,-0.471815184903196,gene set #6 (n = 70),0.631197102920606,5,0.493474130989668,gene set #6 (n = 70),0.770543947355597,5,0.779379734966286,gene set #6 (n = 70)
DNER,-0.49203401109573,5,-0.660837698398002,gene set #6 (n = 70),-0.31020017579913,5,-0.397459079682161,gene set #6 (n = 70),-0.195754810632801,5,-0.471815184903196,gene set #6 (n = 70),0.234530541896009,5,0.493474130989668,gene set #6 (n = 70),0.590910783188155,5,0.779379734966286,gene set #6 (n = 70)
ITM2C,0.689173328646197,4,1.09977961336801,gene set #1 (n = 96),-0.238293177306933,4,0.077870451181076,gene set #1 (n = 96),-0.110284615275697,4,-0.202185660207542,gene set #1 (n = 96),-0.130262891300396,4,-0.275456270234524,gene set #1 (n = 96),-0.0377348847817317,4,-0.413534873773804,gene set #1 (n = 96)
INPP5D,0.207102320488097,2,-0.0677384812362237,gene set #3 (n = 52),-0.341322556231213,2,-0.4113550879989,gene set #3 (n = 52),1.10275000120114,2,1.03390990548837,gene set #3 (n = 52),-0.326879916890602,2,-0.263414148547333,gene set #3 (n = 52),-0.456224900662226,2,-0.194069743867522,gene set #3 (n = 52)
IQCA1,0.970394507052602,6,0.240052824184087,gene set #5 (n = 81),0.235923645156546,6,0.316117408249062,gene set #5 (n = 81),0.498644313848423,6,0.510914787229598,gene set #5 (n = 81),-0.570885522847569,6,-0.40567323040774,gene set #5 (n = 81),-0.791450334959262,6,-0.520153915041749,gene set #5 (n = 81)
COPS9,0.361224200908509,1,0.28627802436914,gene set #4 (n = 120),-0.328008841757692,1,-0.264638599805998,gene set #4 (n = 120),-0.576299567700466,1,-0.521499574267091,gene set #4 (n = 120),0.397693095395353,1,0.227747173103903,gene set #4 (n = 120),0.164697697392328,1,0.279171267926543,gene set #4 (n = 120)
SNED1,0.426200920059535,1,0.28627802436914,gene set #4 (n = 120),-0.0868240930498083,1,-0.264638599805998,gene set #4 (n = 120),-0.411994895130638,1,-0.521499574267091,gene set #4 (n = 120),0.0544185446572566,1,0.227747173103903,gene set #4 (n = 120),0.083855917431262,1,0.279171267926543,gene set #4 (n = 120)
CHL1,-0.216438737160988,1,0.28627802436914,gene set #4 (n = 120),0.0048810665435372,1,-0.264638599805998,gene set #4 (n = 120),-0.900163135347115,1,-0.521499574267091,gene set #4 (n = 120),0.466691824246831,1,0.227747173103903,gene set #4 (n = 120),0.471787728302304,1,0.279171267926543,gene set #4 (n = 120)
ITPR1,-0.790135674014485,5,-0.660837698398002,gene set #6 (n = 70),-0.56267606662055,5,-0.397459079682161,gene set #6 (n = 70),-0.296482101532969,5,-0.471815184903196,gene set #6 (n = 70),0.432820499414273,5,0.493474130989668,gene set #6 (n = 70),0.939603794663643,5,0.779379734966286,gene set #6 (n = 70)
SLC6A11,-0.900610557707922,5,-0.660837698398002,gene set #6 (n = 70),-0.403602583494673,5,-0.397459079682161,gene set #6 (n = 70),-0.00590386187273396,5,-0.471815184903196,gene set #6 (n = 70),0.392176368489713,5,0.493474130989668,gene set #6 (n = 70),0.651293351761963,5,0.779379734966286,gene set #6 (n = 70)
HRH1,-0.178632927649576,6,0.240052824184087,gene set #5 (n = 81),0.550104918176415,6,0.316117408249062,gene set #5 (n = 81),0.851672402645703,6,0.510914787229598,gene set #5 (n = 81),-0.443442875274436,6,-0.40567323040774,gene set #5 (n = 81),-0.706292199775823,6,-0.520153915041749,gene set #5 (n = 81)
LRRC3B,0.484413478297326,6,0.240052824184087,gene set #5 (n = 81),0.569498658581246,6,0.316117408249062,gene set #5 (n = 81),0.469939778055137,6,0.510914787229598,gene set #5 (n = 81),-0.505978324176459,6,-0.40567323040774,gene set #5 (n = 81),-0.805092994648572,6,-0.520153915041749,gene set #5 (n = 81)
RBMS3,1.23065342600444,4,1.09977961336801,gene set #1 (n = 96),0.45519612648673,4,0.077870451181076,gene set #1 (n = 96),0.246110939710507,4,-0.202185660207542,gene set #1 (n = 96),-0.574580089615392,4,-0.275456270234524,gene set #1 (n = 96),-0.966270380106014,4,-0.413534873773804,gene set #1 (n = 96)
MYRIP,0.829151030126231,4,1.09977961336801,gene set #1 (n = 96),-0.144727356730841,4,0.077870451181076,gene set #1 (n = 96),-0.0517792248882133,4,-0.202185660207542,gene set #1 (n = 96),-0.133482502337442,4,-0.275456270234524,gene set #1 (n = 96),-0.276958351955598,4,-0.413534873773804,gene set #1 (n = 96)
CACNA2D3,0.316913772817729,6,0.240052824184087,gene set #5 (n = 81),0.300947696050467,6,0.316117408249062,gene set #5 (n = 81),0.285915960931329,6,0.510914787229598,gene set #5 (n = 81),-0.156957769178154,6,-0.40567323040774,gene set #5 (n = 81),-0.612543551398392,6,-0.520153915041749,gene set #5 (n = 81)
PTPRG,-1.02991976273114,3,-0.943896782982763,gene set #2 (n = 85),0.0683176173923197,3,-0.0213047162833297,gene set #2 (n = 85),-0.311057645244416,3,0.263170831537092,gene set #2 (n = 85),0.571900774715155,3,0.181571311278053,gene set #2 (n = 85),0.374346802487909,3,0.287218967795328,gene set #2 (n = 85)
CADPS,-0.255739820257095,1,0.28627802436914,gene set #4 (n = 120),-0.242121636186109,1,-0.264638599805998,gene set #4 (n = 120),-0.571429731644295,1,-0.521499574267091,gene set #4 (n = 120),0.513387568470214,1,0.227747173103903,gene set #4 (n = 120),0.404981777583624,1,0.279171267926543,gene set #4 (n = 120)
PRICKLE2,-0.330297730413509,5,-0.660837698398002,gene set #6 (n = 70),-0.283063750416747,5,-0.397459079682161,gene set #6 (n = 70),-0.831773381595767,5,-0.471815184903196,gene set #6 (n = 70),0.414468631203641,5,0.493474130989668,gene set #6 (n = 70),0.824952579643589,5,0.779379734966286,gene set #6 (n = 70)
ADAMTS9,-0.152108068408516,5,-0.660837698398002,gene set #6 (n = 70),-0.564281113210633,5,-0.397459079682161,gene set #6 (n = 70),-0.572086688285218,5,-0.471815184903196,gene set #6 (n = 70),0.615466112966189,5,0.493474130989668,gene set #6 (n = 70),0.541084741874798,5,0.779379734966286,gene set #6 (n = 70)
TAFA1,0.341690345148223,6,0.240052824184087,gene set #5 (n = 81),0.246739094648908,6,0.316117408249062,gene set #5 (n = 81),0.570634419234069,6,0.510914787229598,gene set #5 (n = 81),-0.18914161368168,6,-0.40567323040774,gene set #5 (n = 81),-0.794781936664545,6,-0.520153915041749,gene set #5 (n = 81)
PDZRN3,-1.00033695695629,5,-0.660837698398002,gene set #6 (n = 70),-0.00425348283376719,5,-0.397459079682161,gene set #6 (n = 70),-0.508420640235335,5,-0.471815184903196,gene set #6 (n = 70),0.36396991795445,5,0.493474130989668,gene set #6 (n = 70),0.804010891559016,5,0.779379734966286,gene set #6 (n = 70)
ROBO2,0.174851267582322,1,0.28627802436914,gene set #4 (n = 120),-0.448659465022942,1,-0.264638599805998,gene set #4 (n = 120),-0.306999551168046,1,-0.521499574267091,gene set #4 (n = 120),0.240684373004673,1,0.227747173103903,gene set #4 (n = 120),0.336904742433548,1,0.279171267926543,gene set #4 (n = 120)
MTRNR2L12,-0.444299043125971,5,-0.660837698398002,gene set #6 (n = 70),-0.413778657941246,5,-0.397459079682161,gene set #6 (n = 70),-0.695548277588231,5,-0.471815184903196,gene set #6 (n = 70),0.48504565696385,5,0.493474130989668,gene set #6 (n = 70),0.843747098053226,5,0.779379734966286,gene set #6 (n = 70)
EPHA6,-0.299552023531783,2,-0.0677384812362237,gene set #3 (n = 52),-0.168060339824415,2,-0.4113550879989,gene set #3 (n = 52),0.902940801782161,2,1.03390990548837,gene set #3 (n = 52),-0.195715242248186,2,-0.263414148547333,gene set #3 (n = 52),-0.216246488192834,2,-0.194069743867522,gene set #3 (n = 52)
ABI3BP,1.02069311286336,4,1.09977961336801,gene set #1 (n = 96),-0.213732833061856,4,0.077870451181076,gene set #1 (n = 96),-0.0327918939392564,4,-0.202185660207542,gene set #1 (n = 96),-0.255397582297725,4,-0.275456270234524,gene set #1 (n = 96),-0.242479003347296,4,-0.413534873773804,gene set #1 (n = 96)
ALCAM,-0.0894937062087657,1,0.28627802436914,gene set #4 (n = 120),0.0189803414330679,1,-0.264638599805998,gene set #4 (n = 120),-0.535516280092111,1,-0.521499574267091,gene set #4 (n = 120),0.0704415031457925,1,0.227747173103903,gene set #4 (n = 120),0.44407163750907,1,0.279171267926543,gene set #4 (n = 120)
GRAMD1C,0.17987052487498,6,0.240052824184087,gene set #5 (n = 81),0.0820823625206029,6,0.316117408249062,gene set #5 (n = 81),0.527834885522606,6,0.510914787229598,gene set #5 (n = 81),-0.570210373582541,6,-0.40567323040774,gene set #5 (n = 81),-0.100444379695466,6,-0.520153915041749,gene set #5 (n = 81)
IGSF11,0.729822859527395,6,0.240052824184087,gene set #5 (n = 81),0.549937232378504,6,0.316117408249062,gene set #5 (n = 81),0.464415518554623,6,0.510914787229598,gene set #5 (n = 81),-0.756927402102046,6,-0.40567323040774,gene set #5 (n = 81),-0.70674805078524,6,-0.520153915041749,gene set #5 (n = 81)
STXBP5L,0.562802788627929,1,0.28627802436914,gene set #4 (n = 120),-0.285364880217066,1,-0.264638599805998,gene set #4 (n = 120),-0.336949228166126,1,-0.521499574267091,gene set #4 (n = 120),0.0901948883345343,1,0.227747173103903,gene set #4 (n = 120),0.0765684096947852,1,0.279171267926543,gene set #4 (n = 120)
SLC15A2,0.578896994772969,6,0.240052824184087,gene set #5 (n = 81),0.393202393184527,6,0.316117408249062,gene set #5 (n = 81),0.399621442198347,6,0.510914787229598,gene set #5 (n = 81),-0.599335034062566,6,-0.40567323040774,gene set #5 (n = 81),-0.54733076125157,6,-0.520153915041749,gene set #5 (n = 81)
OSBPL11,1.06996440312384,6,0.240052824184087,gene set #5 (n = 81),0.381559498849261,6,0.316117408249062,gene set #5 (n = 81),0.454211489134962,6,0.510914787229598,gene set #5 (n = 81),-0.586552137397136,6,-0.40567323040774,gene set #5 (n = 81),-0.94955559485144,6,-0.520153915041749,gene set #5 (n = 81)
MGLL,-0.762819569453494,3,-0.943896782982763,gene set #2 (n = 85),0.390736184071675,3,-0.0213047162833297,gene set #2 (n = 85),0.714262507032793,3,0.263170831537092,gene set #2 (n = 85),-0.0787110643051961,3,0.181571311278053,gene set #2 (n = 85),-0.376517742123234,3,0.287218967795328,gene set #2 (n = 85)
EPHB1,-0.412893493736197,6,0.240052824184087,gene set #5 (n = 81),0.288119229996455,6,0.316117408249062,gene set #5 (n = 81),0.383952229820183,6,0.510914787229598,gene set #5 (n = 81),-0.112530627877749,6,-0.40567323040774,gene set #5 (n = 81),-0.205775878651087,6,-0.520153915041749,gene set #5 (n = 81)
MRAS,-0.00703744258070224,1,0.28627802436914,gene set #4 (n = 120),-0.0698382348779866,1,-0.264638599805998,gene set #4 (n = 120),-0.129737558160418,1,-0.521499574267091,gene set #4 (n = 120),0.0178629333621124,1,0.227747173103903,gene set #4 (n = 120),0.168371381921183,1,0.279171267926543,gene set #4 (n = 120)
PLSCR1,-0.544971652845264,3,-0.943896782982763,gene set #2 (n = 85),-0.260076212086713,3,-0.0213047162833297,gene set #2 (n = 85),0.346721088259556,3,0.263170831537092,gene set #2 (n = 85),0.0874966281864198,3,0.181571311278053,gene set #2 (n = 85),0.252769625528005,3,0.287218967795328,gene set #2 (n = 85)
ZIC1,-0.437491157570633,2,-0.0677384812362237,gene set #3 (n = 52),-0.845486917870547,2,-0.4113550879989,gene set #3 (n = 52),1.4594157836187,2,1.03390990548837,gene set #3 (n = 52),-0.277186652593362,2,-0.263414148547333,gene set #3 (n = 52),0.13371006311798,2,-0.194069743867522,gene set #3 (n = 52)
CP,0.970098395431148,4,1.09977961336801,gene set #1 (n = 96),-0.26981444708741,4,0.077870451181076,gene set #1 (n = 96),-0.228829606841806,4,-0.202185660207542,gene set #1 (n = 96),-0.140904999631538,4,-0.275456270234524,gene set #1 (n = 96),-0.0947445704820913,4,-0.413534873773804,gene set #1 (n = 96)
P2RY14,0.380465139384711,6,0.240052824184087,gene set #5 (n = 81),-0.0520664940630794,6,0.316117408249062,gene set #5 (n = 81),0.916846922977187,6,0.510914787229598,gene set #5 (n = 81),-0.520996178107309,6,-0.40567323040774,gene set #5 (n = 81),-0.504264782306883,6,-0.520153915041749,gene set #5 (n = 81)
SERPINI2,1.40172040411546,4,1.09977961336801,gene set #1 (n = 96),0.0177792890796844,4,0.077870451181076,gene set #1 (n = 96),-0.52311175867304,4,-0.202185660207542,gene set #1 (n = 96),-0.259803979138979,4,-0.275456270234524,gene set #1 (n = 96),-0.307183458776044,4,-0.413534873773804,gene set #1 (n = 96)
WDR49,1.37482990026071,4,1.09977961336801,gene set #1 (n = 96),0.036904455572464,4,0.077870451181076,gene set #1 (n = 96),-0.423800059289036,4,-0.202185660207542,gene set #1 (n = 96),-0.348598038848348,4,-0.275456270234524,gene set #1 (n = 96),-0.304487091421959,4,-0.413534873773804,gene set #1 (n = 96)
NLGN1,-0.455082592329558,5,-0.660837698398002,gene set #6 (n = 70),-0.608102599445663,5,-0.397459079682161,gene set #6 (n = 70),-0.504606066038877,5,-0.471815184903196,gene set #6 (n = 70),0.356216449900309,5,0.493474130989668,gene set #6 (n = 70),1.00150386433356,5,0.779379734966286,gene set #6 (n = 70)
DGKG,-1.10403751750382,3,-0.943896782982763,gene set #2 (n = 85),-0.281333093854872,3,-0.0213047162833297,gene set #2 (n = 85),-0.0221976194280533,3,0.263170831537092,gene set #2 (n = 85),0.384314371880635,3,0.181571311278053,gene set #2 (n = 85),0.701176945496692,3,0.287218967795328,gene set #2 (n = 85)
MASP1,-0.0820265621125662,1,0.28627802436914,gene set #4 (n = 120),-0.355511477813965,1,-0.264638599805998,gene set #4 (n = 120),-0.468827104439416,1,-0.521499574267091,gene set #4 (n = 120),0.241776389236236,1,0.227747173103903,gene set #4 (n = 120),0.57180566279894,1,0.279171267926543,gene set #4 (n = 120)
TFRC,-0.70133510466291,3,-0.943896782982763,gene set #2 (n = 85),-0.0833118310302332,3,-0.0213047162833297,gene set #2 (n = 85),-0.0167571245208609,3,0.263170831537092,gene set #2 (n = 85),0.400467279603052,3,0.181571311278053,gene set #2 (n = 85),0.198988147139707,3,0.287218967795328,gene set #2 (n = 85)
ZFYVE28,-0.0807917542208913,6,0.240052824184087,gene set #5 (n = 81),0.397061428306816,6,0.316117408249062,gene set #5 (n = 81),-0.148230392591741,6,0.510914787229598,gene set #5 (n = 81),0.0841551759618493,6,-0.40567323040774,gene set #5 (n = 81),-0.281037767770039,6,-0.520153915041749,gene set #5 (n = 81)
C4orf19,-1.10565315248777,5,-0.660837698398002,gene set #6 (n = 70),-0.299361689316513,5,-0.397459079682161,gene set #6 (n = 70),-0.337046467388644,5,-0.471815184903196,gene set #6 (n = 70),0.508036387083952,5,0.493474130989668,gene set #6 (n = 70),0.871574111757069,5,0.779379734966286,gene set #6 (n = 70)
RELL1,-1.1525857543021,3,-0.943896782982763,gene set #2 (n = 85),-0.189186506600203,3,-0.0213047162833297,gene set #2 (n = 85),0.477500819383219,3,0.263170831537092,gene set #2 (n = 85),0.118459778105823,3,0.181571311278053,gene set #2 (n = 85),0.475422444107438,3,0.287218967795328,gene set #2 (n = 85)
LIMCH1,-1.07077093093406,3,-0.943896782982763,gene set #2 (n = 85),-0.0560706752631238,3,-0.0213047162833297,gene set #2 (n = 85),-0.244352444993213,3,0.263170831537092,gene set #2 (n = 85),0.542394329294939,3,0.181571311278053,gene set #2 (n = 85),0.495349133344126,3,0.287218967795328,gene set #2 (n = 85)
KCTD8,-1.3383950327074,3,-0.943896782982763,gene set #2 (n = 85),-0.134287690400958,3,-0.0213047162833297,gene set #2 (n = 85),0.326521227737976,3,0.263170831537092,gene set #2 (n = 85),0.221361724323173,3,0.181571311278053,gene set #2 (n = 85),0.584994831240469,3,0.287218967795328,gene set #2 (n = 85)
GABRA2,-0.395760763987936,6,0.240052824184087,gene set #5 (n = 81),0.310753393317533,6,0.316117408249062,gene set #5 (n = 81),0.939460068389904,6,0.510914787229598,gene set #5 (n = 81),-0.347088144534851,6,-0.40567323040774,gene set #5 (n = 81),-0.491528715966347,6,-0.520153915041749,gene set #5 (n = 81)
HOPX,-0.928614237228506,5,-0.660837698398002,gene set #6 (n = 70),-0.438143915599541,5,-0.397459079682161,gene set #6 (n = 70),-0.0983181929066194,5,-0.471815184903196,gene set #6 (n = 70),0.294261830120058,5,0.493474130989668,gene set #6 (n = 70),0.883659989918278,5,0.779379734966286,gene set #6 (n = 70)
SLC4A4,-0.500795701389419,3,-0.943896782982763,gene set #2 (n = 85),0.113243997100268,3,-0.0213047162833297,gene set #2 (n = 85),0.23215192262432,3,0.263170831537092,gene set #2 (n = 85),0.0229151025254689,3,0.181571311278053,gene set #2 (n = 85),0.0241937533610116,3,0.287218967795328,gene set #2 (n = 85)
SHROOM3,-1.03946062087134,3,-0.943896782982763,gene set #2 (n = 85),-0.111370979859098,3,-0.0213047162833297,gene set #2 (n = 85),0.515426364660016,3,0.263170831537092,gene set #2 (n = 85),0.10902374473453,3,0.181571311278053,gene set #2 (n = 85),0.294981144177729,3,0.287218967795328,gene set #2 (n = 85)
RASGEF1B,0.28487083365649,1,0.28627802436914,gene set #4 (n = 120),-0.217083827499987,1,-0.264638599805998,gene set #4 (n = 120),-0.306211276491702,1,-0.521499574267091,gene set #4 (n = 120),0.174578467823926,1,0.227747173103903,gene set #4 (n = 120),0.0989054453063249,1,0.279171267926543,gene set #4 (n = 120)
HNRNPDL,0.598531153779389,2,-0.0677384812362237,gene set #3 (n = 52),-0.115559823056072,2,-0.4113550879989,gene set #3 (n = 52),0.563420148179181,2,1.03390990548837,gene set #3 (n = 52),-0.425603160758489,2,-0.263414148547333,gene set #3 (n = 52),-0.38563515709166,2,-0.194069743867522,gene set #3 (n = 52)
ARHGAP24,-1.05404153825795,3,-0.943896782982763,gene set #2 (n = 85),0.0134649694202262,3,-0.0213047162833297,gene set #2 (n = 85),1.0032519809598,3,0.263170831537092,gene set #2 (n = 85),-0.0823393307034603,3,0.181571311278053,gene set #2 (n = 85),-0.0509579861393075,3,0.287218967795328,gene set #2 (n = 85)
SPP1,-0.135174040491871,2,-0.0677384812362237,gene set #3 (n = 52),-0.752651243794836,2,-0.4113550879989,gene set #3 (n = 52),0.413221905802469,2,1.03390990548837,gene set #3 (n = 52),0.0818410369323651,2,-0.263414148547333,gene set #3 (n = 52),0.382877029520254,2,-0.194069743867522,gene set #3 (n = 52)
CCSER1,1.07498976925826,4,1.09977961336801,gene set #1 (n = 96),-0.297190579851187,4,0.077870451181076,gene set #1 (n = 96),-0.389053071803074,4,-0.202185660207542,gene set #1 (n = 96),0.133707299805161,4,-0.275456270234524,gene set #1 (n = 96),-0.278031384401008,4,-0.413534873773804,gene set #1 (n = 96)
GRID2,0.0701175095188723,2,-0.0677384812362237,gene set #3 (n = 52),-0.565648118919168,2,-0.4113550879989,gene set #3 (n = 52),0.995130284020738,2,1.03390990548837,gene set #3 (n = 52),-0.156299247639419,2,-0.263414148547333,gene set #3 (n = 52),-0.216865095642472,2,-0.194069743867522,gene set #3 (n = 52)
UNC5C,0.0840269362063602,6,0.240052824184087,gene set #5 (n = 81),0.441867129783915,6,0.316117408249062,gene set #5 (n = 81),0.21448346138136,6,0.510914787229598,gene set #5 (n = 81),-0.315619910295316,6,-0.40567323040774,gene set #5 (n = 81),-0.360506260789862,6,-0.520153915041749,gene set #5 (n = 81)
ETNPPL,1.16975092675645,4,1.09977961336801,gene set #1 (n = 96),0.381388928295592,4,0.077870451181076,gene set #1 (n = 96),0.154492151276479,4,-0.202185660207542,gene set #1 (n = 96),-0.534005408928079,4,-0.275456270234524,gene set #1 (n = 96),-0.811404226331397,4,-0.413534873773804,gene set #1 (n = 96)
EGF,1.01489909941115,4,1.09977961336801,gene set #1 (n = 96),0.413570480563108,4,0.077870451181076,gene set #1 (n = 96),-0.277785338482751,4,-0.202185660207542,gene set #1 (n = 96),-0.309180427163613,4,-0.275456270234524,gene set #1 (n = 96),-0.577862532411252,4,-0.413534873773804,gene set #1 (n = 96)
SYNPO2,1.13288129699628,4,1.09977961336801,gene set #1 (n = 96),-0.227750008767582,4,0.077870451181076,gene set #1 (n = 96),-0.516945375317462,4,-0.202185660207542,gene set #1 (n = 96),0.0122688984229949,4,-0.275456270234524,gene set #1 (n = 96),-0.153567306242698,4,-0.413534873773804,gene set #1 (n = 96)
PDE5A,0.826022617229145,6,0.240052824184087,gene set #5 (n = 81),0.0489536239212138,6,0.316117408249062,gene set #5 (n = 81),0.690998151715656,6,0.510914787229598,gene set #5 (n = 81),-0.562168432749338,6,-0.40567323040774,gene set #5 (n = 81),-0.683582529308984,6,-0.520153915041749,gene set #5 (n = 81)
INTU,0.870892789052863,6,0.240052824184087,gene set #5 (n = 81),0.453036644542253,6,0.316117408249062,gene set #5 (n = 81),0.612175558294614,6,0.510914787229598,gene set #5 (n = 81),-0.657612040376541,6,-0.40567323040774,gene set #5 (n = 81),-0.9428750146633,6,-0.520153915041749,gene set #5 (n = 81)
HSPA4L,-0.443990823348721,3,-0.943896782982763,gene set #2 (n = 85),-0.145472838586148,3,-0.0213047162833297,gene set #2 (n = 85),-0.214666465494428,3,0.263170831537092,gene set #2 (n = 85),0.512217405035459,3,0.181571311278053,gene set #2 (n = 85),0.13566096893439,3,0.287218967795328,gene set #2 (n = 85)
DCHS2,0.985539497584407,4,1.09977961336801,gene set #1 (n = 96),0.57927671071435,4,0.077870451181076,gene set #1 (n = 96),-0.399869612132304,4,-0.202185660207542,gene set #1 (n = 96),-0.22948036341231,4,-0.275456270234524,gene set #1 (n = 96),-0.690164553365244,4,-0.413534873773804,gene set #1 (n = 96)
LRAT,1.11935723243679,4,1.09977961336801,gene set #1 (n = 96),-0.158405251804035,4,0.077870451181076,gene set #1 (n = 96),-0.532780391974516,4,-0.202185660207542,gene set #1 (n = 96),-0.132771333146744,4,-0.275456270234524,gene set #1 (n = 96),-0.052128747004336,4,-0.413534873773804,gene set #1 (n = 96)
GUCY1A1,1.20248214815257,4,1.09977961336801,gene set #1 (n = 96),-0.246293352318136,4,0.077870451181076,gene set #1 (n = 96),-0.519178430339239,4,-0.202185660207542,gene set #1 (n = 96),-0.0352802949120227,4,-0.275456270234524,gene set #1 (n = 96),-0.136125937467609,4,-0.413534873773804,gene set #1 (n = 96)
GRIA2,-0.595868472185634,3,-0.943896782982763,gene set #2 (n = 85),0.00057691585217459,3,-0.0213047162833297,gene set #2 (n = 85),0.844355562805656,3,0.263170831537092,gene set #2 (n = 85),-0.050954073987995,3,0.181571311278053,gene set #2 (n = 85),-0.260135466315323,3,0.287218967795328,gene set #2 (n = 85)
FSTL5,1.58117920624395,4,1.09977961336801,gene set #1 (n = 96),0.131748074066005,4,0.077870451181076,gene set #1 (n = 96),-0.25928779731723,4,-0.202185660207542,gene set #1 (n = 96),-0.498603305428368,4,-0.275456270234524,gene set #1 (n = 96),-0.538623373158341,4,-0.413534873773804,gene set #1 (n = 96)
TENM3,1.51580926241465,4,1.09977961336801,gene set #1 (n = 96),-0.0861267841316873,4,0.077870451181076,gene set #1 (n = 96),-0.197440865981591,4,-0.202185660207542,gene set #1 (n = 96),-0.27803809255299,4,-0.275456270234524,gene set #1 (n = 96),-0.555253734946072,4,-0.413534873773804,gene set #1 (n = 96)
SEMA5A,-0.843440349073174,5,-0.660837698398002,gene set #6 (n = 70),-0.562548060925582,5,-0.397459079682161,gene set #6 (n = 70),-0.530724016332297,5,-0.471815184903196,gene set #6 (n = 70),0.553126808041612,5,0.493474130989668,gene set #6 (n = 70),1.06244789116715,5,0.779379734966286,gene set #6 (n = 70)
FBXL7,-0.221041591769851,6,0.240052824184087,gene set #5 (n = 81),0.502871472821038,6,0.316117408249062,gene set #5 (n = 81),1.06037503947354,6,0.510914787229598,gene set #5 (n = 81),-0.502927892030685,6,-0.40567323040774,gene set #5 (n = 81),-0.75318336271946,6,-0.520153915041749,gene set #5 (n = 81)
RANBP3L,0.291482601080622,6,0.240052824184087,gene set #5 (n = 81),0.369696314642323,6,0.316117408249062,gene set #5 (n = 81),0.23463039426229,6,0.510914787229598,gene set #5 (n = 81),-0.380414486738498,6,-0.40567323040774,gene set #5 (n = 81),-0.392533532577453,6,-0.520153915041749,gene set #5 (n = 81)
SLC1A3,-0.467514415943157,6,0.240052824184087,gene set #5 (n = 81),0.136653712366966,6,0.316117408249062,gene set #5 (n = 81),0.77135131802029,6,0.510914787229598,gene set #5 (n = 81),-0.291251663409835,6,-0.40567323040774,gene set #5 (n = 81),-0.180038037254273,6,-0.520153915041749,gene set #5 (n = 81)
FYB1,-0.122846670313741,2,-0.0677384812362237,gene set #3 (n = 52),-0.606557099651425,2,-0.4113550879989,gene set #3 (n = 52),1.50117090483616,2,1.03390990548837,gene set #3 (n = 52),-0.337540711204162,2,-0.263414148547333,gene set #3 (n = 52),-0.300085595952156,2,-0.194069743867522,gene set #3 (n = 52)
PARP8,1.02726150409095,4,1.09977961336801,gene set #1 (n = 96),-0.233765435546367,4,0.077870451181076,gene set #1 (n = 96),0.255809007658765,4,-0.202185660207542,gene set #1 (n = 96),-0.307555873496097,4,-0.275456270234524,gene set #1 (n = 96),-0.428160948585152,4,-0.413534873773804,gene set #1 (n = 96)
PLPP1,0.362335021832385,6,0.240052824184087,gene set #5 (n = 81),0.753275535024691,6,0.316117408249062,gene set #5 (n = 81),0.472094926748299,6,0.510914787229598,gene set #5 (n = 81),-0.485210400306655,6,-0.40567323040774,gene set #5 (n = 81),-0.918036632095302,6,-0.520153915041749,gene set #5 (n = 81)
PDE4D,0.66875158057061,6,0.240052824184087,gene set #5 (n = 81),0.154699718037321,6,0.316117408249062,gene set #5 (n = 81),0.738893333216291,6,0.510914787229598,gene set #5 (n = 81),-0.617257559843898,6,-0.40567323040774,gene set #5 (n = 81),-0.659804657104137,6,-0.520153915041749,gene set #5 (n = 81)
MAST4,-0.272509862798361,6,0.240052824184087,gene set #5 (n = 81),0.40661020985887,6,0.316117408249062,gene set #5 (n = 81),0.646914120880027,6,0.510914787229598,gene set #5 (n = 81),-0.448317879040487,6,-0.40567323040774,gene set #5 (n = 81),-0.315769153643995,6,-0.520153915041749,gene set #5 (n = 81)
MAP1B,0.606107507144344,1,0.28627802436914,gene set #4 (n = 120),-0.193027382245625,1,-0.264638599805998,gene set #4 (n = 120),-0.716463783108246,1,-0.521499574267091,gene set #4 (n = 120),0.031020999335476,1,0.227747173103903,gene set #4 (n = 120),0.347240316674691,1,0.279171267926543,gene set #4 (n = 120)
SERINC5,1.33121201218786,4,1.09977961336801,gene set #1 (n = 96),0.233110516435221,4,0.077870451181076,gene set #1 (n = 96),-0.261583913585557,4,-0.202185660207542,gene set #1 (n = 96),-0.402030284779573,4,-0.275456270234524,gene set #1 (n = 96),-0.551718237389707,4,-0.413534873773804,gene set #1 (n = 96)
DHFR,-0.317960788081465,5,-0.660837698398002,gene set #6 (n = 70),-0.419214915478273,5,-0.397459079682161,gene set #6 (n = 70),-0.719488777210381,5,-0.471815184903196,gene set #6 (n = 70),0.409879181338024,5,0.493474130989668,gene set #6 (n = 70),0.854322264524189,5,0.779379734966286,gene set #6 (n = 70)
