gene,cluster.1,ave_zscore_path.1,mean_trend.1,ave_zscore_cluster.1,new_name.1,new_cluster.1,cluster.4,ave_zscore_path.4,mean_trend.4,ave_zscore_cluster.4,new_name.4,new_cluster.4,cluster.3,ave_zscore_path.3,mean_trend.3,ave_zscore_cluster.3,new_name.3,new_cluster.3,cluster.2,ave_zscore_path.2,mean_trend.2,ave_zscore_cluster.2,new_name.2,new_cluster.2
SLC4A4,3,0.261691137446368,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.0416357771618562,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.664036815195867,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.404073578070244,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
SEPTIN11,6,0.0608109894741895,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.381280505632183,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.470726113674697,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.793159034745331,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
BMP2K,4,-0.165498152637339,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.476317261155352,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.462499627795996,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.101629673084854,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
RASGEF1B,6,-0.165112959800817,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.197226363340469,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.0227895200350617,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.346441505785517,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
ARHGAP24,3,0.297597981497362,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.0803967580483525,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.437292859545313,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.277555455940686,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
PTPN13,5,-0.0687197230535665,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.165582405466589,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.355339496247061,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.127784496220112,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
AFF1,5,-0.147747926393874,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.236728033603141,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.278758718669479,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,0.0787692254589353,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
SPP1,5,-0.0456743365138858,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.124978975593937,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.366501712806921,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.196991152386741,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CCSER1,6,-0.170368575209454,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.204684840748479,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,0.0763320072503197,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.261362814614414,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
BMPR1B,6,0.35525438481123,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.317742450186994,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.349492334342851,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.385000838922672,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
UNC5C,1,0.466293571490527,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.461967201071587,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.119853563400328,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.220060233494577,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
SLC9B2,5,0.164939108323632,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.472490561398849,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.535662000576002,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.176312753257486,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
NPNT,2,-0.331576851930939,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.447234935834433,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.413640969486928,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.595210609746614,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
SGMS2,6,-0.122702788879071,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.202087011362014,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.185320805627224,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.477042762136543,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
ETNPPL,4,-0.150332871769444,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.214432673304607,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.477452592257279,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.366418215384109,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
ELOVL6,6,-0.148977760627676,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.193991049794727,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.329893158865026,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.6300236871204,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
LARP7,2,-0.373018532551036,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.153697363484773,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.556603261225431,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.409091413485678,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
CAMK2D,5,-0.200532854897541,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.11483255721786,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.329436272238033,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.051900588887755,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
FGF2,1,0.53290691501635,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.36095720999371,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.00600661130431467,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.0431185905428684,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
HSPA4L,5,-0.433365883690121,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.204853370587268,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.65957219438528,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.104448344180349,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
SCLT1,4,-0.202955317472523,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.495380554774245,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.638970870571817,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.283325922300235,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
SLC7A11,5,-0.423687784927646,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.000271254723186784,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.59849493461794,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.256963975216617,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
NDUFC1,5,-0.100093083950785,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.187587374683426,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.568048615615782,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.28890121185186,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
GAB1,5,-0.170890070431894,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.231324238622231,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.64791113807151,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.268519893012656,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
SMAD1,5,-0.190145434161059,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.182647871654195,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.55944284961557,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.216184570924264,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
GRIA2,3,0.187835479183536,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.0342239731354519,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.484424685367466,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.29329073631218,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
CPE,5,-0.0794770574711978,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,0.003419989500014,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.381287853468002,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.313795033285865,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
PALLD,5,-0.215075381663275,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.116565146285798,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.593662371494241,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.296432511839405,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
NEK1,3,0.540671990440243,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.174447013927281,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.732111253022334,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.471884652430907,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
MFAP3L,1,0.56670538767694,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.551580605922458,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.0477104225509986,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.0691663062494805,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
TRIO,6,-0.0433574805455515,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.370562423451616,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,0.115837682606327,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.291046845947157,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
RANBP3L,2,-0.272545159626059,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.510702639145183,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.335734377956063,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.628178320518225,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
SLC1A3,3,0.722442462634715,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.393659237056158,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.554216153834306,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.377939749021856,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
LIFR,4,-0.339218559968329,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.528017163292144,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.605310179580842,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.322709596275083,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
OSMR,1,0.381257653991175,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.429970535712038,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.143721366610315,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.276731620621185,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
IL6ST,2,-0.413667663344241,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.0592743514286421,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.485984612338057,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.21459192498041,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
PDE4D,6,-0.157101453536853,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.0702514122272994,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.268228580450778,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.452449608720508,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
MAST4,1,0.625669272696679,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.277236958642247,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.415606112503538,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.200902448237991,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
AP3B1,6,-0.104072062397721,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.139330515806222,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.577398042626998,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.781978913030775,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
DHFR,5,-0.332064852225914,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.00235992540660829,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.571760953086257,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.299305988708785,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MSH3,3,0.42445222735693,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.150881662017256,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.898472449548176,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.398051319062815,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
ATG10,3,0.35156362383595,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.265143462560011,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.524253787682023,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,-0.0247656364872325,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
VCAN,4,-0.310468795068354,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.382057596857878,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.0375245343459843,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.106673080006647,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
COX7C,5,-0.108682370914699,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.165321243508544,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.533912044748641,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.271298925030106,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
ADGRV1,3,0.186881852714043,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.133024050191789,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.548462433887786,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.257619973047047,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
KIAA0825,3,0.231371877842417,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.0257851501520187,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.435953513860948,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.221011700910635,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
ELL2,6,0.171239894354032,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.403835601891975,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.0913948553842737,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.361164003788935,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
MAN2A1,6,0.123018088529432,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.193648018466391,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.347090904415318,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.437209857233035,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
TMEM232,3,0.316345602552573,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.304235259862986,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.582158534882289,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.0196533619049586,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
APC,1,0.325262151756881,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.384020898657131,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.111436781614949,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.242398671699738,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
GRAMD2B,4,-0.293586565858901,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.469597455060405,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.165813355078915,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.0821999045792301,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
ALDH7A1,6,-0.270119290650565,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,0.0967086244845167,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.284989066646983,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.388757099928363,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
FNIP1,2,-0.518778388420985,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.436806894963426,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.586490282462049,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.609198666269279,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
MEIKIN,1,0.0396514581055157,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,0.019631907834715,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.166916471677832,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.212769591601973,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
SEPTIN8,2,-0.0377654060467414,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.0620055337036357,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.813578152077129,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.701661327771459,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
HSPA4,5,-0.343713765695821,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.140406757200147,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.600931997211904,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.180721522881333,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
UBE2B,5,-0.175014313917443,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.261295676809661,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.662917915691982,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.249997948287057,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
SPOCK1,1,0.236675076210107,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.359547858862928,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.0112639266864079,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.1884652159855,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
HSPA9,5,-0.317591228149608,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.243523104045445,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.684229843417378,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.178861439682046,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
PSD2,2,-0.396372953550508,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.462541819362715,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.409428710818317,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.556570086146838,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
FGF1,6,0.298645687997127,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.331956418807508,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.313664122041143,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.407850418747242,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
ARHGAP26,4,-0.963892833399225,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.614234930388295,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,0.101580518278904,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.0282452056983311,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
PRELID2,6,0.0463436648551084,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.180740253572584,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.377660924562141,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.513068591718946,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
PPP2R2B,6,-0.102943172935958,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,0.0299835395508533,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.636594118517985,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.66947470895587,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
STK32A,6,-0.555110164069955,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,0.00806806702363819,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.0271160190336024,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.445360487985991,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
SGCD,1,0.217071029783431,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.120391719369496,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.214137264522194,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.25523256128041,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
ATP10B,4,-0.279522311859293,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.289082225297255,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.0970048934482866,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.0204525261595064,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
TENM2,6,0.216367173252621,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.23245955998344,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.233679014569456,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.293710517831151,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
KCNIP1,3,0.236873545704921,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.0492615205736211,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.502513126493914,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.356679275333137,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
RANBP17,3,0.637286651687697,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.140821273130359,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.697899716792094,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.330605624091094,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
CPEB4,5,0.122638792828402,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.435430930327112,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.695612748949984,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.336683127235744,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
SQSTM1,5,-0.175301295847728,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.201596047829432,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.545410600103685,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.194982514440008,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
PHACTR1,1,0.23356983107823,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.335839614388654,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.0841664157753227,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.23817881610956,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
CAP2,2,-0.467011924994425,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.0141439954510617,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.697316383256494,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.334340529141165,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
HSPA1A,5,-0.251514411275381,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.217009817381685,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.736977668206361,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.307598363479348,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
HSPA1B,5,-0.287744814647581,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.187900502020852,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.763402813778425,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.334585715521525,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
NUDT3,1,0.018529997685332,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.00300968800745526,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.516496773738282,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.51449742308523,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
FKBP5,4,-0.679958650537679,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.565842073977579,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.281063764886579,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.231060043504995,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
